name,type,breed,color,sex,size,date_of_birth,impound_number,kennel_number,animal_id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,outcome_jurisdiction,outcome_zip_code,location,sex_clean,age_at_outcome,age_at_intake
TAMARINDO,DOG,CHIHUAHUA SH/MIX,TAN,Neutered,TOY,2011-11-05,K14-009540,DS59,A296442,2014-06-27,2014-07-25,28,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,NA,NA,NA,Male,2.72054794520548,2.64383561643836
VANILLA BEAN,DOG,CHIHUAHUA SH/MIX,CREAM,Female,TOY,2009-09-07,K14-011713,TX,A313770,2014-11-14,2014-11-15,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,5.19178082191781,5.18904109589041
CHEWY,DOG,CHIHUAHUA SH/MIX,WHITE/BROWN,Neutered,SMALL,2004-05-10,K14-011220,DS79,A223538,2014-10-11,2014-10-11,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,10.427397260274,10.427397260274
ROCKY,DOG,LABRADOR RETR/MIX,WHITE,Male,LARGE,2013-01-31,K17-023386,TRUCK,A316388,2017-05-06,2017-05-06,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476
(38.280393, -122.464588)",Male,4.26301369863014,4.26301369863014
BOY,DOG,PIT BULL,BLACK/WHITE,Neutered,LARGE,2011-05-11,K16-018827,TRUCK,A291850,2016-05-13,2016-05-13,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,5.01095890410959,5.01095890410959
ROSIE,DOG,GERM SHEPHERD,BLACK/BROWN,Spayed,LARGE,2015-06-19,K15-017215,DS94,A331297,2015-12-22,2016-01-06,15,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472
(38.394388, -122.850998)",Female,0.550684931506849,0.50958904109589
OSO,DOG,SIBERIAN HUSKY/PIT BULL,BLACK/WHITE,Neutered,LARGE,2016-11-29,K17-024862,DA08,A352181,2017-08-15,2017-09-26,42,STRAY,FIELD,TRANSFER,IDAHO HS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,83705,"83705
(43.579675, -116.224114)",Male,0.824657534246575,0.70958904109589
ASLAN,CAT,DOMESTIC SH,FLAME PT,Neutered,KITTN,2014-05-17,K14-009587,LOBBY,A308657,2014-07-01,2014-08-21,51,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,0.263013698630137,0.123287671232877
BEAU,DOG,AUST CATTLE DOG/MIX,RED,Neutered,LARGE,NA,K17-022658,TRUCK,A349002,2017-02-28,2017-02-28,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436
(38.491884, -122.90672)",Male,NA,NA
*ORION,CAT,DOMESTIC SH,BLK TABBY,Neutered,SMALL,2014-07-31,K14-010298,CA02,A310194,2014-08-15,2014-10-15,61,TRANSFER,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,0.208219178082192,0.0410958904109589
*MOLLY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,2015-04-26,K15-014212,WESTFARM,A322531,2015-05-30,2015-06-23,24,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Female,0.158904109589041,0.0931506849315069
JUPITER,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,2015-03-04,K16-018220,CS05,A333822,2016-03-26,2016-03-26,0,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*PETALUMA,*PETALUMA,94952,"94952
(38.236012, -122.730241)",Female,1.06301369863014,1.06301369863014
NA,CAT,DOMESTIC LH,BRN TABBY/WHITE,Unknown,KITTN,NA,K15-014720,CS06,A323930,2015-07-02,2015-07-14,12,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
TYSON,DOG,AUST CATTLE DOG,WHITE/TAN,Neutered,SMALL,2013-11-24,K14-007644,DQ107,A301957,2014-02-07,2014-02-08,1,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Male,0.208219178082192,0.205479452054795
POPEYE,DOG,CHIHUAHUA SH/MIX,BROWN/BLACK,Neutered,TOY,2007-11-05,K16-021887,DS95,A210514,2016-12-14,2017-01-04,21,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,9.17260273972603,9.11506849315069
WHISKEY,DOG,WEIMARANER,GRAY,Male,LARGE,2015-04-27,K16-019028,DS61,A333172,2016-05-27,2016-05-27,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,1.08493150684932,1.08493150684932
MILO,DOG,FOX TERR SMOOTH,WHITE/BLACK,Neutered,SMALL,2005-10-04,K14-011535,DA43,A313211,2014-10-29,2014-11-23,25,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSIMC,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95470,"95470
(39.278782, -123.247219)",Male,9.14246575342466,9.07397260273973
CHOCO,DOG,BELG MALINOIS/GERM SHEPHERD,BLACK/TAN,Female,LARGE,2015-05-03,K16-018699,DQ114,A336532,2016-05-03,2016-05-13,10,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,B A GERMAN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94947,"94947
(38.098743, -122.592459)",Male,1.03013698630137,1.0027397260274
CALI,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,2014-04-14,K14-010290,LOBBY,A310170,2014-08-14,2014-08-27,13,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,COUNTY,95403,"95403
(38.486997, -122.749134)",Female,0.36986301369863,0.334246575342466
MATER,DOG,GERM SH POINT,WHITE/BROWN,Neutered,LARGE,2011-09-23,K15-015812,DA20,A317428,2015-09-04,2015-09-25,21,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Male,4.00821917808219,3.95068493150685
*CODY,DOG,SIBERIAN HUSKY/MIX,TRICOLOR,Neutered,LARGE,2015-03-13,K16-017337,DA36,A331554,2016-01-05,2016-01-14,9,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954
(38.245316, -122.59871)",Male,0.841095890410959,0.816438356164384
JAMESON,DOG,CHIHUAHUA SH,BROWN/TAN,Neutered,SMALL,2014-03-21,K15-013047,DA47,A317615,2015-03-06,2015-04-02,27,STRAY,FIELD,TRANSFER,GREEN DOG,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,1.03287671232877,0.958904109589041
CHARLIE,DOG,BICHON FRISE/WEST HIGHLAND,WHITE,Male,SMALL,2011-02-11,K15-015347,DS54,A325039,2015-08-10,2015-08-11,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,4.4986301369863,4.4958904109589
NA,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,2000-04-03,K14-008227,CA03,A304784,2014-03-30,2014-04-07,8,CONFISCATE,FLD_CORONR,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,14.0191780821918,13.9972602739726
RALPH,DOG,CHIHUAHUA SH/MIX,WHITE/TAN,Neutered,PUPPY,2013-07-15,K14-007368,DA48,A301605,2014-01-15,2014-01-23,8,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,0.526027397260274,0.504109589041096
NA,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,NA,K17-025120,CS06,A354740,2017-08-31,2017-09-08,8,STRAY,COMM CAT,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,TREATABLE/MANAGEABLE,COUNTY,COUNTY,94952,"94952
(38.236012, -122.730241)",Male,NA,NA
*JANE,CAT,SIAMESE/MIX,SEAL PT,Spayed,KITTN,2017-02-17,K17-022832,LOBBY,A349686,2017-03-17,2017-05-03,47,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95446,"95446
(38.510032, -122.996796)",Female,0.205479452054795,0.0767123287671233
BUDDY,DOG,AUST CATTLE DOG/MIX,WHITE/BLACK,Neutered,MED,1999-09-04,K16-020196,RECEIVING,A326625,2016-08-09,2016-08-09,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436
(38.491884, -122.90672)",Male,16.9424657534247,16.9424657534247
NA,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,NA,K17-023833,RECEIVING,A353625,2017-06-07,2017-06-07,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
NA,CAT,DOMESTIC SH,WHITE,Male,KITTN,NA,K15-013105,CI02,A317845,2015-03-11,2015-03-12,1,STRAY,OVER THE COUNTER,DIED,IN KENNEL,UNTREATABLE,DEAD,COUNTY,NA,NA,NA,Male,NA,NA
TIKI,DOG,CHIHUAHUA SH,TAN/WHITE,Female,SMALL,2014-10-27,K17-026051,DS50,A363700,2017-10-26,2017-10-27,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,3.0027397260274,3
NALA,CAT,SIAMESE,SEAL PT,Spayed,SMALL,2014-05-21,K14-011372,WESTFARM,A312939,2014-10-21,2014-11-03,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Female,0.454794520547945,0.419178082191781
*HALLIE,DOG,MALTESE/POODLE MIN,WHITE,Spayed,TOY,2014-04-23,K15-013577,DA04,A320131,2015-04-15,2015-04-24,9,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,1.0027397260274,0.978082191780822
BRODY,DOG,SIBERIAN HUSKY,WHITE/GRAY,Male,MED,2016-06-20,K17-023896,DS85,A353925,2017-06-12,2017-06-14,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,0.983561643835616,0.978082191780822
HUCK,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,2016-06-14,K16-020500,WESTFARM,A340081,2016-08-27,2016-09-29,33,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,0.293150684931507,0.202739726027397
LILY,DOG,AUST KELPIE/MIX,BROWN,Spayed,MED,2001-11-13,K14-011675,DS78,A037509,2014-11-12,2014-11-13,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436
(38.491884, -122.90672)",Female,13.0082191780822,13.0054794520548
BOOTS,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,2014-12-28,K16-021612,DS74,A321114,2016-11-17,2016-11-23,6,ADOPTION RETURN,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,HEALTHY,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95472,"95472
(38.394388, -122.850998)",Male,1.90684931506849,1.89041095890411
*RUBY,DOG,DOBERMAN PINSCH,RED,Spayed,LARGE,2009-08-20,K15-015286,DA23,A324961,2015-08-06,2015-08-29,23,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928
(38.346718, -122.695947)",Female,6.02739726027397,5.96438356164384
*ZOOLANDER,DOG,CHIHUAHUA SH,TRICOLOR,Neutered,TOY,2012-12-26,K13-007144,DA05,A300919,2013-12-26,2014-01-18,23,TRANSFER,VET_HOSP,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,1922,"01922
(42.755957, -70.926956)",Male,1.06301369863014,1
MOLLY,DOG,GOLDEN RETR,GOLD,Spayed,MED,2003-12-22,K15-017137,VET,A330719,2015-12-13,2015-12-14,1,STRAY,FIELD,RETURN TO OWNER,MEDICAL,TREATABLE/REHAB,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95472,"95472
(38.394388, -122.850998)",Female,11.986301369863,11.9835616438356
NA,CAT,DOMESTIC SH,GRAY TABBY,Female,KITTN,2016-06-10,K16-019881,CI01,A339949,2016-07-20,2016-07-22,2,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,0.115068493150685,0.10958904109589
JASPER,DOG,LABRADOR RETR,YELLOW,Male,LARGE,2014-06-04,K17-025961,TRUCK,A322682,2017-10-20,2017-10-20,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95404,"95404
(38.458384, -122.675588)",Male,3.38082191780822,3.38082191780822
MALIBU,DOG,MALTESE,WHITE,Neutered,TOY,2004-02-17,K14-011295,TRUCK,A280914,2014-10-16,2014-10-16,0,STRAY,PRIV_SHELT,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472
(38.394388, -122.850998)",Male,10.6684931506849,10.6684931506849
NA,DOG,PEKINGESE,WHITE,Female,SMALL,NA,K15-014542,DS67,A323164,2015-06-21,2015-06-30,9,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
NA,DOG,PIT BULL,BLUE,Female,MED,NA,K17-024166,TRUCK,A354553,2017-06-28,2017-06-28,0,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401
(38.446019, -122.766748)",Male,NA,NA
*BOBBY,CAT,DOMESTIC SH,ORANGE,Neutered,KITTN,2016-05-11,K16-019263,LOBBY,A338210,2016-06-11,2016-07-07,26,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94930,"94930
(37.972497, -122.607804)",Male,0.156164383561644,0.0849315068493151
CALI,DOG,PIT BULL/MIX,TAN/WHITE,Female,MED,2014-10-27,K15-016555,TX,A329240,2015-10-26,2015-10-28,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,*PETALUMA,94952,"94952
(38.236012, -122.730241)",Male,1.0027397260274,0.997260273972603
ODIN,DOG,PIT BULL/ROTTWEILER,BLACK,Neutered,LARGE,2015-05-11,K17-024850,TRUCK,A344951,2017-08-15,2017-08-15,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,2.26575342465753,2.26575342465753
NA,CAT,DOMESTIC SH,ORG TABBY,Male,SMALL,NA,K16-021555,TX,A345183,2016-11-14,2016-11-14,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
*THOR/ERF,DOG,GREAT PYRENEES/CATAHOULA,BR BRINDLE,Neutered,PUPPY,2015-10-26,K16-017594,DQ115,A332411,2016-01-26,2016-02-20,25,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,0.320547945205479,0.252054794520548
LUCY,DOG,BEAGLE/MIX,WHITE/BROWN,Spayed,SMALL,2002-01-07,K15-012334,DS86,A315537,2015-01-07,2015-01-07,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Female,13.0082191780822,13.0082191780822
SUKI,DOG,SHIH TZU/MIX,CREAM,Spayed,TOY,NA,K17-024812,DS52,A356720,2017-08-11,2017-08-12,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Female,NA,NA
KENO,DOG,PIT BULL,RED/WHITE,Neutered,LARGE,2010-01-23,K14-012140,DS90,A251403,2014-12-18,2014-12-19,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952
(38.236012, -122.730241)",Male,4.90684931506849,4.9041095890411
WOODY,DOG,CHIHUAHUA SH,BLACK/GRAY,Neutered,SMALL,2007-10-28,K15-016583,DA42,A329290,2015-10-28,2015-11-28,31,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,8.09041095890411,8.00547945205479
*WALLY,DOG,DACHSHUND,BLACK/BROWN,Neutered,SMALL,2013-01-13,K16-021996,DA03,A346514,2016-12-22,2017-01-17,26,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,4.01369863013699,3.94246575342466
NA,CAT,DOMESTIC SH,WHITE/GRAY,Female,SMALL,2016-02-12,K16-020684,SMM,A342066,2016-09-08,2016-09-29,21,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,0.63013698630137,0.572602739726027
*CHARLIE,DOG,CAIRN TERRIER/MIX,APRICOT,Neutered,SMALL,2010-09-09,K14-010698,DA38,A311380,2014-09-09,2014-09-20,11,TRANSFER,PRIV_SHELT,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404
(38.458384, -122.675588)",Male,4.03287671232877,4.0027397260274
RUE,DOG,CHIHUAHUA LH,BROWN/WHITE,Spayed,TOY,2011-05-08,K14-010270,DA09,A306122,2014-08-13,2014-08-20,7,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,PETSLIFELN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476,"95476
(38.280393, -122.464588)",Female,3.28767123287671,3.26849315068493
*WATSON,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,SMALL,2015-01-26,K16-017584,CS04,A332395,2016-01-26,2016-02-16,21,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95471,"95471
(38.526497, -122.98045)",Male,1.05753424657534,1
*ZEUS,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,2014-09-16,K14-011703,LOBBY,A313742,2014-11-14,2014-12-20,36,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95436,"95436
(38.491884, -122.90672)",Male,0.26027397260274,0.161643835616438
WINTER,DOG,SIBERIAN HUSKY,WHITE,Spayed,LARGE,2004-01-01,K14-012089,DS61,A019062,2014-12-16,2014-12-16,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Female,10.9643835616438,10.9643835616438
*MONTY,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,2013-02-22,K14-007835,DA34,A303170,2014-02-22,2014-07-17,145,STRAY,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,HEALTHY,TREATABLE/MANAGEABLE,SANTA ROSA,NA,NA,NA,Male,1.3972602739726,1
BOO BOO,DOG,MALTESE/MIX,WHITE,Spayed,SMALL,2011-08-01,K14-008652,DS49,A302543,2014-04-30,2014-05-02,2,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472
(38.394388, -122.850998)",Female,2.75342465753425,2.74794520547945
KITTY,DOG,SHIH TZU,WHITE/PINK,Spayed,MED,2012-03-06,K14-007969,DA05,A303654,2014-03-06,2014-03-25,19,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,2.05205479452055,2
NA,CAT,DOMESTIC SH,GRAY,Male,KITTN,NA,K14-010003,TX,A309467,2014-07-26,2014-08-19,24,STRAY,COMM CAT,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,COUNTY,NA,NA,NA,Male,NA,NA
HEIDI,DOG,ROTTWEILER,BLACK/TAN,Spayed,LARGE,2008-04-28,K14-010091,TRUCK,A226874,2014-08-02,2014-08-02,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Female,6.26575342465753,6.26575342465753
BO,DOG,LABRADOR RETR,BLACK,Neutered,MED,2010-09-03,K14-011672,TRUCK,A281567,2014-11-10,2014-11-10,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404
(38.458384, -122.675588)",Male,4.18904109589041,4.18904109589041
NA,CAT,DOMESTIC LH,BLACK/WHITE,Neutered,SMALL,NA,K15-014077,SMM,A322299,2015-05-22,2015-06-02,11,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
*EUGENE,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,2015-03-07,K15-013478,LOBBY,A319888,2015-04-07,2015-05-12,35,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472
(38.394388, -122.850998)",Male,0.180821917808219,0.0849315068493151
MOLLY,DOG,PIT BULL,FAWN/WHITE,Spayed,MED,2014-09-13,K16-019458,DA30,A339025,2016-06-28,2016-11-05,130,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436
(38.491884, -122.90672)",Female,2.14794520547945,1.79178082191781
NA,DOG,PIT BULL,FAWN/WHITE,Female,MED,2012-11-28,K15-016921,DS77,A329891,2015-11-28,2015-12-17,19,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,WINDSOR,NA,NA,NA,Male,3.05205479452055,3
LUCY,DOG,PIT BULL/LABRADOR RETR,BL BRINDLE,Spayed,MED,2011-01-15,K14-010327,DS73,A287908,2014-08-17,2014-08-22,5,CONFISCATE,OVER THE COUNTER_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Female,3.6027397260274,3.58904109589041
TABS,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,2017-04-08,K17-023222,CA03,A351316,2017-04-22,2017-07-07,76,STRAY,OVER THE COUNTER,ADOPTION,VOLUNTEER,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,0.246575342465753,0.0383561643835616
*KREACHER,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,2014-05-25,K14-009484,LOBBY,A308323,2014-06-25,2014-08-06,42,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425
(38.790859, -123.010876)",Male,0.2,0.0849315068493151
NA,CAT,DOMESTIC SH,BLUE CREAM,Female,SMALL,2000-09-04,K15-015810,SMM,A326650,2015-09-04,2015-09-04,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,15.0082191780822,15.0082191780822
BLAZE,DOG,PIT BULL,BR BRINDLE/WHITE,Male,LARGE,2010-08-23,K17-024943,DS77,A357512,2017-08-21,2017-08-23,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Male,7.00547945205479,7
*BROCK,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,2016-06-08,K16-020419,LOBBY,A341302,2016-08-23,2016-08-31,8,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,0.23013698630137,0.208219178082192
*JEMMA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,2014-05-13,K14-009135,LOBBY,A307610,2014-06-04,2014-08-05,62,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448
(38.618857, -122.861927)",Female,0.23013698630137,0.0602739726027397
SCHROEDER,CAT,DOMESTIC MH,BLACK,Neutered,SMALL,2016-10-31,K17-022963,CA02,A350355,2017-03-30,2017-04-12,13,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401
(38.446019, -122.766748)",Male,0.446575342465753,0.410958904109589
